riis on geniaaln,CPU Name,Cores,Price,CPU Mark,CPU Value,Thread Mark,Thread Value,TDP (W),Power Perf.,Test Date,Socket,Category
,Intel Celeron 1020E @ 2.20GHz,2,NA,"1,406",NA,"1,224",NA,35,40.18,Jul 2014,"FCBGA1023, FCP",Laptop
,Intel Celeron 1037U @ 1.80GHz,2,NA,989,NA,919,NA,17,58.18,Jul 2013,FCBGA1023,Laptop
,Intel Celeron 1100MHz,1,$15.00*,113,7.55,183,12.17,NA,NA,Apr 2009,Unknown,Unknown
,Intel Celeron 2.00GHz,1,NA,125,NA,338,NA,52.8,2.36,Feb 2009,PPGA478,Desktop
,Intel Celeron 2.20GHz,1,NA,139,NA,349,NA,NA,NA,Mar 2009,Unknown,Unknown
,Intel Celeron 2.30GHz,1,NA,148,NA,364,NA,NA,NA,Feb 2009,Unknown,Unknown
,Intel Celeron 2.50GHz,1,NA,164,NA,431,NA,NA,NA,Jan 2009,Unknown,Unknown
,Intel Celeron 2.60GHz,1,NA,143,NA,353,NA,NA,NA,Feb 2009,Unknown,Unknown
,Intel Celeron 2.70GHz,1,NA,159,NA,386,NA,NA,NA,Mar 2009,Unknown,Unknown
,Intel Celeron 2.93GHz,1,NA,230,NA,396,NA,NA,NA,Mar 2009,Unknown,Unknown
,Intel Celeron 2002E @ 1.50GHz,2,$86.00*,"1,091",12.68,871,10.12,25,43.63,Nov 2018,FCBGA1364,Laptop
,Intel Celeron 220 @ 1.20GHz,1,NA,209,NA,255,NA,19,10.97,Mar 2009,BGA479,Desktop
,Intel Celeron 2955U @ 1.40GHz,2,NA,793,NA,747,NA,15,52.90,Oct 2013,FCBGA1168,Laptop
,Intel Celeron 2961Y @ 1.10GHz,2,NA,732,NA,641,NA,11.5,63.66,Feb 2015,Unknown,Laptop
,Intel Celeron 2980U @ 1.60GHz,2,NA,"1,056",NA,929,NA,15,70.38,Sep 2014,FCBGA1168,Laptop
,Intel Celeron 3.06GHz,1,NA,234,NA,514,NA,NA,NA,Feb 2009,Unknown,Unknown
,Intel Celeron 3.33GHz,1,NA,263,NA,528,NA,NA,NA,Mar 2009,Unknown,Unknown
,Intel Celeron 3215U @ 1.70GHz,2,NA,"1,122",NA,"1,052",NA,15,74.82,Mar 2016,FCBGA1168,Laptop
,Intel Celeron 3765U @ 1.90GHz,2,NA,"1,286",NA,"1,180",NA,15,85.74,Jun 2016,FCBGA1168,Laptop
,Intel Celeron 3865U @ 1.80GHz,2,NA,"1,237",NA,"1,029",NA,15,82.50,Jun 2017,BGA1356,Laptop
,Intel Celeron 3955U @ 2.00GHz,2,NA,"1,477",NA,"1,201",NA,15,98.46,Feb 2016,FCBGA1356,Laptop
,Intel Celeron 3965Y @ 1.50GHz,2,$107.00*,"1,179",11.02,889,8.31,6,196.53,Apr 2018,FCBGA1515,Laptop
,Intel Celeron 4205U @ 1.80GHz,2,$107.00*,"1,321",12.34,"1,045",9.76,15,88.04,May 2019,FCBGA1528,Laptop
,Intel Celeron 4305U @ 2.20GHz,2,$107.00*,"1,413",13.21,"1,376",12.86,15,94.22,NA,FCBGA1528,Mobile/Embedded
,Intel Celeron 440 @ 2.00GHz,1,$49.99,368,7.37,444,8.88,35,10.52,Mar 2009,LGA775,Desktop
,Intel Celeron 5205U @ 1.90GHz,2,$107.00*,"1,368",12.78,"1,076",10.06,15,91.17,Mar 2020,FCBGA1528,Laptop
,Intel Celeron 540 @ 1.86GHz,1,$20.95,283,13.50,496,23.65,30,9.43,Mar 2009,PGA478,Laptop
,Intel Celeron 560 @ 2.13GHz,1,$69.95,365,5.21,498,7.12,31,11.76,Jan 2009,PGA478,Laptop
,Intel Celeron 6305 @ 1.80GHz,2,NA,"2,243",NA,"1,233",NA,NA,NA,Jan 2021,FCBGA1449,Laptop
,Intel Celeron 723 @ 1.20GHz,1,NA,213,NA,460,NA,10,21.31,Nov 2009,BGA956,Laptop
,Intel Celeron 807 @ 1.50GHz,1,NA,392,NA,608,NA,17,23.05,Dec 2014,BGA-1023,Laptop
,Intel Celeron 827E @ 1.40GHz,1,NA,371,NA,674,NA,17,21.81,May 2012,FCBGA1023,Laptop
,Intel Celeron 847E @ 1.10GHz,2,NA,584,NA,520,NA,17,34.36,Aug 2012,FCBGA1023,Laptop
,Intel Celeron 867 @ 1.30GHz,2,$56.00*,562,10.03,584,10.43,17,33.03,Apr 2012,BGA1023,Laptop
,Intel Celeron 887 @ 1.50GHz,2,NA,727,NA,694,NA,17,42.74,Oct 2012,BGA1023,Laptop
,Intel Celeron 925 @ 2.30GHz,1,NA,444,NA,846,NA,35,12.67,Dec 2010,Unknown,Laptop
,Intel Celeron B710 @ 1.60GHz,1,NA,106,NA,101,NA,35,3.02,Aug 2015,rPGA988B,Laptop
,Intel Celeron B810 @ 1.60GHz,2,$79.95*,775,9.69,754,9.43,35,22.13,Oct 2011,PGA988B,Laptop
,Intel Celeron B820 @ 1.70GHz,2,$29.29*,780,26.63,738,25.19,35,22.28,Jul 2012,PGA988B,Laptop
,Intel Celeron B840 @ 1.90GHz,2,NA,930,NA,901,NA,35,26.56,Dec 2011,PGA988B,Laptop
,Intel Celeron D 352 @ 3.20GHz,1,NA,283,NA,674,NA,86,3.29,Feb 2009,PLGA775,Desktop
,Intel Celeron D 360 @ 3.46GHz,1,NA,372,NA,712,NA,65,5.72,Dec 2008,PLGA775,Desktop
,Intel Celeron E1200 @ 1.60GHz,2,$99.95,492,4.93,628,6.28,65,7.58,Dec 2008,LGA775,Desktop
,Intel Celeron E1500 @ 2.20GHz,2,$19.65*,649,33.02,785,39.95,65,9.98,May 2009,LGA775,Desktop
,Intel Celeron E3200 @ 2.40GHz,2,$19.99*,860,43.02,992,49.63,65,13.23,Aug 2009,LGA775,Desktop
,Intel Celeron E3400 @ 2.60GHz,2,$14.99*,834,55.62,"1,001",66.79,65,12.83,Mar 2010,LGA775,Desktop
,Intel Celeron G1101 @ 2.27GHz,2,$19.77*,"1,086",54.92,929,46.99,73,14.87,Apr 2011,FCLGA1156,Desktop
,Intel Celeron G1610T @ 2.30GHz,2,$14.98*,"1,320",88.13,"1,207",80.55,35,37.72,Nov 2013,LGA1155,Desktop
,Intel Celeron G1620T @ 2.40GHz,2,$42.00*,"1,507",35.88,"1,321",31.44,35,43.05,Mar 2014,LGA1155,Desktop
,Intel Celeron G1820 @ 2.70GHz,2,$57.92,"1,649",28.48,"1,522",26.28,53,31.12,Jan 2014,FCLGA1150,Desktop
,Intel Celeron G1820TE @ 2.20GHz,2,NA,"1,115",NA,728,NA,35,31.85,Oct 2014,LGA1150,Desktop
,Intel Celeron G1840 @ 2.80GHz,2,$79.79*,"1,736",21.75,"1,613",20.22,53,32.75,Jun 2014,FCLGA1150,Desktop
,Intel Celeron G1850 @ 2.90GHz,2,$39.99,"1,926",48.17,"1,695",42.40,54,35.67,May 2014,FCLGA1150,Desktop
,Intel Celeron G3900E @ 2.40GHz,2,$107.00*,"2,034",19.01,"1,499",14.01,35,58.12,Apr 2017,FCBGA1440,Laptop
,Intel Celeron G3900TE @ 2.30GHz,2,$42.00*,"1,850",44.05,"1,402",33.38,35,52.86,Jul 2018,FCLGA1151,Laptop
,Intel Celeron G3930 @ 2.90GHz,2,$143.00*,"2,283",15.96,"1,798",12.57,51,44.76,Feb 2017,FCLGA1151,Desktop
,Intel Celeron G3930TE @ 2.70GHz,2,$42.00*,"2,218",52.82,"1,706",40.61,35,63.38,Aug 2019,FCLGA1151,Desktop
,Intel Celeron G440 @ 1.60GHz,1,$100.00,426,4.26,739,7.39,35,12.17,Feb 2012,LGA1155,Desktop
,Intel Celeron G465 @ 1.90GHz,1,$40.00,480,12.00,739,18.49,35,13.71,Jan 2012,LGA1155,Desktop
,Intel Celeron G4900 @ 3.10GHz,2,$108.36,"2,436",22.48,"1,912",17.65,54,45.12,Jun 2018,FCLGA1151-2,Desktop
,Intel Celeron G4920 @ 3.20GHz,2,$240.00,"2,406",10.03,"1,965",8.19,54,44.56,Aug 2018,FCLGA1151-2,Desktop
,Intel Celeron G4930T @ 3.00GHz,2,$42.00*,"2,209",52.60,"1,742",41.48,35,63.12,Jul 2020,FCLGA1151,Desktop
,Intel Celeron G530 @ 2.40GHz,2,$48.99,"1,084",22.13,"1,084",22.13,65,16.68,Sep 2011,LGA1155,Desktop
,Intel Celeron G540 @ 2.50GHz,2,$11.03*,"1,095",99.29,"1,126",102.08,65,16.85,Oct 2011,LGA1155,Desktop
,Intel Celeron G550 @ 2.60GHz,2,$49.00,"1,207",24.63,"1,196",24.41,65,18.57,Jul 2012,LGA1155,Desktop
,Intel Celeron G555 @ 2.70GHz,2,$70.99,"1,268",17.86,"1,275",17.95,65,19.51,Jan 2012,LGA1155,Desktop
,Intel Celeron G5900T @ 3.20GHz,2,$42.00*,"2,648",63.04,"2,041",48.60,35,75.64,Oct 2021,FCLGA1200,Desktop
,Intel Celeron G5905T @ 3.30GHz,2,$42.00*,"2,493",59.37,"2,035",48.46,35,71.24,May 2021,FCLGA1200,Desktop
,Intel Celeron G5925 @ 3.60GHz,2,$102.99,"2,873",27.90,"2,271",22.05,58,49.54,Jun 2021,FCLGA1200,Desktop
,Intel Celeron J1800 @ 2.41GHz,2,NA,578,NA,659,NA,10,57.75,Feb 2014,FCBGA1170,Desktop
,Intel Celeron J1900 @ 1.99GHz,4,NA,"1,135",NA,649,NA,10,113.49,Jan 2014,FCBGA1170,Desktop
,Intel Celeron J3160 @ 1.60GHz,4,NA,"1,228",NA,611,NA,6,204.73,May 2016,BGA1170,Desktop
,Intel Celeron J3455 @ 1.50GHz,4,$349.00*,"2,232",6.40,804,2.30,10,223.19,Oct 2016,FCBGA1296,Desktop
,Intel Celeron J4005 @ 2.00GHz,2,$168.75*,"1,581",9.37,"1,116",6.62,10,158.06,Feb 2018,FCBGA1090,Desktop
,Intel Celeron J4105 @ 1.50GHz,4,$107.00*,"2,910",27.19,"1,096",10.24,10,290.97,Jan 2018,FCBGA1090,Desktop
,Intel Celeron J4125 @ 2.00GHz,4,NA,"3,042",NA,"1,173",NA,10,304.18,Feb 2020,FCBGA1090,Desktop
,Intel Celeron J6413 @ 1.80GHz,4,NA,"4,075",NA,"1,601",NA,10,407.51,Feb 2021,FCBGA1296,Mobile/Embedded
,Intel Celeron M 1.30GHz,1,NA,205,NA,284,NA,NA,NA,Mar 2009,Unknown,Laptop
,Intel Celeron M 1.60GHz,1,NA,224,NA,318,NA,NA,NA,Mar 2009,Unknown,Laptop
,Intel Celeron M 1300MHz,1,NA,197,NA,274,NA,NA,NA,Apr 2009,Unknown,Laptop
,Intel Celeron M 360 1.40GHz,1,NA,221,NA,305,NA,21,10.53,Dec 2008,"H-PBGA479, PPGA4",Laptop
,Intel Celeron M 420 @ 1.60GHz,1,NA,139,NA,391,NA,27,5.14,Feb 2009,PPGA478,Laptop
,Intel Celeron M 440 @ 1.86GHz,1,NA,155,NA,440,NA,27,5.75,Dec 2008,"PBGA479, PPGA478",Laptop
,Intel Celeron M 450 @ 2.00GHz,1,NA,230,NA,598,NA,27,8.51,Nov 2009,PPGA478,Laptop
,Intel Celeron M 530 @ 1.73GHz,1,NA,307,NA,553,NA,30,10.25,Mar 2009,"PBGA479, PPGA478",Laptop
,Intel Celeron M 900MHz,1,NA,123,NA,155,NA,NA,NA,Feb 2009,Unknown,Laptop
,Intel Celeron N2806 @ 1.60GHz,2,NA,486,NA,538,NA,4.5,107.99,Feb 2014,FCBGA1170,Laptop
,Intel Celeron N2808 @ 1.58GHz,2,NA,515,NA,588,NA,4.5,114.36,Mar 2015,FCBGA1170,Laptop
,Intel Celeron N2815 @ 1.86GHz,2,NA,480,NA,561,NA,7.5,63.96,Feb 2014,FCBGA1170,Laptop
,Intel Celeron N2830 @ 2.16GHz,2,$149.99*,552,3.68,639,4.26,7.5,73.56,Apr 2014,FCBGA1170,Laptop
,Intel Celeron N2910 @ 1.60GHz,4,NA,742,NA,446,NA,7.5,98.94,Nov 2013,FCBGA1170,Laptop
,Intel Celeron N2930 @ 1.83GHz,4,NA,991,NA,579,NA,7.5,132.20,Jun 2014,FCBGA1170,Laptop
,Intel Celeron N3000 @ 1.04GHz,2,NA,604,NA,562,NA,4,150.94,Aug 2015,FCBGA1170,Laptop
,Intel Celeron N3050 @ 1.60GHz,2,$170.00*,585,3.44,562,3.31,6,97.45,Jul 2015,FCBGA1170,Laptop
,Intel Celeron N3150 @ 1.60GHz,4,NA,"1,196",NA,574,NA,6,199.34,Jul 2015,FCBGA1170,Laptop
,Intel Celeron N3350 @ 1.10GHz,2,$275.49*,"1,143",4.15,811,2.94,6,190.47,Nov 2016,FCBGA1296,Laptop
,Intel Celeron N4000 @ 1.10GHz,2,$107.00*,"1,399",13.08,"1,020",9.53,6,233.18,Apr 2018,FCBGA1090,Laptop
,Intel Celeron N4020 @ 1.10GHz,2,NA,"1,591",NA,"1,195",NA,6,265.10,Mar 2020,FCBGA1090,Laptop
,Intel Celeron N4120 @ 1.10GHz,4,NA,"2,455",NA,"1,107",NA,6,409.16,Jan 2020,FCBGA1090,Laptop
,Intel Celeron N5100 @ 1.10GHz,4,NA,"2,559",NA,"1,266",NA,6,426.51,May 2021,FCBGA1338,Laptop
,Intel Celeron N6211 @ 1.20GHz,2,$54.00*,"2,207",40.88,"1,582",29.29,6.5,339.59,Apr 2021,FCBGA1493,Mobile/Embedded
,Intel Celeron P4505 @ 1.87GHz,2,NA,689,NA,820,NA,35,19.70,Mar 2010,BGA1288,Laptop
,Intel Celeron SU2300 @ 1.20GHz,2,NA,445,NA,500,NA,10,44.50,Oct 2009,BGA956,Laptop
,Intel Celeron U1900 @ 1.99GHz,4,NA,"1,028",NA,527,NA,NA,NA,Sep 2015,Unknown,Unknown
,Intel Celeron U3600 @ 1.20GHz,2,NA,560,NA,520,NA,18,31.11,Feb 2011,BGA1288,Laptop
,Intel Core Duo L2300 @ 1.50GHz,2,NA,387,NA,442,NA,15,25.81,Feb 2010,BGA479,Desktop
,Intel Core Duo L2500 @ 1.83GHz,2,NA,404,NA,578,NA,15,26.91,Mar 2009,BGA479,Laptop
,Intel Core Duo T2250 @ 1.73GHz,2,NA,347,NA,529,NA,31,11.19,Mar 2009,PGA478,Laptop
,Intel Core Duo T2350 @ 1.86GHz,2,NA,364,NA,560,NA,31,11.73,Mar 2009,PGA478,Laptop
,Intel Core Duo T2450 @ 2.00GHz,2,NA,404,NA,603,NA,31,13.03,Mar 2009,PGA478,Laptop
,Intel Core Duo T2600 @ 2.16GHz,2,NA,449,NA,676,NA,31,14.47,Mar 2009,BGA479,Laptop
,Intel Core Duo U2400 @ 1.06GHz,2,NA,255,NA,342,NA,9,28.28,Mar 2009,BGA479,Laptop
,Intel Core i3-1000NG4 @ 1.10GHz,2,NA,"4,018",NA,"1,929",NA,9,446.42,May 2020,BGA1526,Laptop
,Intel Core i3-10100 @ 3.60GHz,4,$129.99,"8,831",67.93,"2,639",20.30,65,135.86,May 2020,FCLGA1200,Desktop
,Intel Core i3-10100F @ 3.60GHz,4,$89.49,"8,859",98.99,"2,615",29.22,65,136.29,Oct 2020,FCLGA1200,Desktop
,Intel Core i3-10100Y @ 1.30GHz,2,NA,"3,292",NA,"1,841",NA,5,658.45,Oct 2021,BGA 1528,Mobile/Embedded
,Intel Core i3-10105F @ 3.70GHz,4,$99.99,"9,191",91.92,"2,697",26.98,NA,NA,Mar 2021,FCLGA1200,Desktop
,Intel Core i3-10110U @ 2.10GHz,2,$434.17*,"4,048",9.32,"2,310",5.32,15,269.84,Oct 2019,FCBGA1528,Laptop
,Intel Core i3-10300 @ 3.70GHz,4,$196.97,"9,344",47.44,"2,680",13.61,65,143.76,Jun 2020,FCLGA1200,Desktop
,Intel Core i3-10305 @ 3.80GHz,4,$218.00,"9,689",44.44,"2,834",13.00,65,149.06,Jun 2021,FCLGA1200,Desktop
,Intel Core i3-10320 @ 3.80GHz,4,$148.89,"10,129",68.03,"2,845",19.11,65,155.83,Dec 2020,FCLGA1200,Desktop
,Intel Core i3-1115G4 @ 3.00GHz,2,$281.00*,"6,356",22.62,"2,726",9.70,NA,NA,Nov 2020,FCBGA1449,Laptop
,Intel Core i3-2100 @ 3.10GHz,2,$29.45,"1,795",60.94,"1,426",48.44,65,27.61,Jan 2011,LGA1155,Desktop
,Intel Core i3-2102 @ 3.10GHz,2,$58.00*,"2,029",34.98,"1,400",24.15,65,31.21,Mar 2016,FCLGA1155,Desktop
,Intel Core i3-21050 @ 3.10GHz,2,NA,"2,193",NA,"1,429",NA,NA,NA,Apr 2019,Unknown,Unknown
,Intel Core i3-2120T @ 2.60GHz,2,$133.89,"1,506",11.25,"1,156",8.63,35,43.04,Sep 2011,LGA1155,Desktop
,Intel Core i3-2130 @ 3.40GHz,2,$45.94,"1,971",42.90,"1,554",33.82,65,30.32,Sep 2011,LGA1155,Desktop
,Intel Core i3-2310E @ 2.10GHz,2,$225.00*,"1,845",8.20,733,3.26,35,52.73,Aug 2012,FCBGA1023,Laptop
,Intel Core i3-2312M @ 2.10GHz,2,NA,"1,138",NA,927,NA,35,32.52,Jul 2012,PGA988B,Laptop
,Intel Core i3-2330E @ 2.20GHz,2,NA,"1,823",NA,"1,063",NA,35,52.10,Apr 2014,rPGA988,Desktop
,Intel Core i3-2332M @ 2.20GHz,2,NA,"1,353",NA,936,NA,35,38.65,Mar 2014,rPGA988B,Laptop
,Intel Core i3-2348M @ 2.30GHz,2,NA,"1,264",NA,"1,036",NA,35,36.10,Jan 2013,rPGA988B,Laptop
,Intel Core i3-2357M @ 1.30GHz,2,NA,824,NA,591,NA,17,48.48,Jul 2011,Unknown,Laptop
,Intel Core i3-2367M @ 1.40GHz,2,NA,823,NA,611,NA,17,48.43,Oct 2011,BGA1023,Laptop
,Intel Core i3-2375M @ 1.50GHz,2,NA,894,NA,684,NA,17,52.57,Jan 2013,BGA1023,Laptop
,Intel Core i3-3110M @ 2.40GHz,2,$69.95*,"1,586",22.67,"1,253",17.91,35,45.30,Jul 2012,BGA1023,Laptop
,Intel Core i3-3130M @ 2.60GHz,2,NA,"1,824",NA,"1,067",NA,35,52.13,Jan 2013,BGA1023,Laptop
,Intel Core i3-3217U @ 1.80GHz,2,$199.00*,"1,178",5.92,915,4.60,17,69.27,Jul 2012,BGA1023,Laptop
,Intel Core i3-3220 @ 3.30GHz,2,$45.00,"2,166",48.13,"1,718",38.18,55,39.38,Aug 2012,LGA1155,Desktop
,Intel Core i3-3225 @ 3.30GHz,2,$201.17,"2,180",10.84,"1,670",8.30,55,39.65,Sep 2012,LGA1155,Desktop
,Intel Core i3-3229Y @ 1.40GHz,2,NA,978,NA,646,NA,13,75.27,Jan 2013,BGA1023,Desktop
,Intel Core i3-3240T @ 2.90GHz,2,NA,"1,985",NA,"1,525",NA,35,56.73,Jan 2012,LGA1155,Desktop
,Intel Core i3-3250 @ 3.50GHz,2,$84.00,"2,338",27.83,"1,790",21.31,55,42.50,Jan 2013,LGA1155,Desktop
,Intel Core i3-330E @ 2.13GHz,2,NA,"1,260",NA,934,NA,35,36.00,Jul 2012,BGA1288,Laptop
,Intel Core i3-330UM @ 1.20GHz,2,NA,666,NA,457,NA,18,36.99,Jun 2010,BGA1288,Laptop
,Intel Core i3-370M @ 2.40GHz,2,$29.96,"1,118",37.32,977,32.60,35,31.95,Jul 2010,PGA988A,Laptop
,Intel Core i3-380UM @ 1.33GHz,2,NA,699,NA,562,NA,18,38.81,Oct 2010,BGA1288,Laptop
,Intel Core i3-4000M @ 2.40GHz,2,$58.11*,"1,736",29.87,"1,281",22.05,37,46.91,Sep 2013,FCPGA946,Laptop
,Intel Core i3-4010U @ 1.70GHz,2,$124.95*,"1,636",13.09,902,7.21,15,109.08,Jan 2013,BGA1168,Laptop
,Intel Core i3-4012Y @ 1.50GHz,2,NA,"1,229",NA,698,NA,11.5,106.86,Jun 2014,FCBGA1168,Laptop
,Intel Core i3-4025U @ 1.90GHz,2,NA,"1,974",NA,"1,100",NA,15,131.60,Aug 2014,FCBGA1168,Laptop
,Intel Core i3-4030Y @ 1.60GHz,2,NA,"1,654",NA,901,NA,11.5,143.85,Nov 2014,FCBGA1168,Laptop
,Intel Core i3-4100M @ 2.50GHz,2,$218.57*,"2,449",11.20,"1,361",6.22,37,66.19,Oct 2014,FCPGA946,Laptop
,Intel Core i3-4110U @ 1.90GHz,2,NA,"1,853",NA,"1,119",NA,NA,NA,Aug 2015,Unknown,Laptop
,Intel Core i3-4130 @ 3.40GHz,2,$72.29,"3,263",45.14,"1,884",26.06,54,60.43,Jan 2013,LGA1150,Desktop
,Intel Core i3-4150 @ 3.50GHz,2,$76.88,"3,345",43.51,"1,928",25.08,54,61.95,May 2014,FCLGA1150,Desktop
,Intel Core i3-4158U @ 2.00GHz,2,NA,"1,718",NA,"1,005",NA,28,61.36,Dec 2014,FCBGA1168,Laptop
,Intel Core i3-4160T @ 3.10GHz,2,$59.99*,"3,122",52.04,"1,760",29.35,35,89.20,Oct 2014,LGA1150,Desktop
,Intel Core i3-4170T @ 3.20GHz,2,$199.95*,"3,137",15.69,"1,806",9.03,35,89.63,Oct 2015,LGA1150,Desktop
,Intel Core i3-4330T @ 3.00GHz,2,NA,"3,098",NA,"1,717",NA,35,88.52,Feb 2014,LGA1150,Desktop
,Intel Core i3-4340 @ 3.60GHz,2,$149.99*,"3,606",24.04,"2,052",13.68,54,66.78,Jan 2013,LGA1150,Desktop
,Intel Core i3-4350T @ 3.10GHz,2,NA,"2,888",NA,"1,656",NA,35,82.52,Jul 2015,LGA1150,Laptop
,Intel Core i3-4360T @ 3.20GHz,2,NA,"3,164",NA,"1,852",NA,35,90.40,Aug 2014,LGA1150,Desktop
,Intel Core i3-4370T @ 3.30GHz,2,$138.00*,"3,303",23.94,"1,912",13.86,35,94.38,Nov 2017,FCLGA1150,Desktop
,Intel Core i3-5005U @ 2.00GHz,2,$308.00*,"2,014",6.54,"1,155",3.75,15,134.24,Feb 2015,FCBGA1168,Laptop
,Intel Core i3-5015U @ 2.10GHz,2,NA,"2,029",NA,"1,156",NA,15,135.28,Jul 2015,FCBGA1168,Laptop
